"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2021 - Stemmeberettigede";"KV2021 - Afgivne stemmer";"KV2021 - Blanke stemmer";"KV2021 - Andre ugyldige stemmer";"KV2021 - Gyldige stemmer";"KV2021 - A";"KV2021 - B";"KV2021 - C";"KV2021 - D";"KV2021 - F";"KV2021 - I";"KV2021 - J";"KV2021 - G";"KV2021 - K";"KV2021 - N";"KV2021 - H";"KV2021 - M";"KV2021 - S";"KV2021 - U";"KV2021 - O";"KV2021 - Z";"KV2021 - L";"KV2021 - R";"KV2021 - V";"KV2021 - P";"KV2021 - E";"KV2021 - Ø";"KV2021 - Å";"KV2021 - K1";"KV2021 - K2";"KV2021 - Q";"KV2021 - T";"KV2021 - W";"KV2021 - Y";"KV2021 - Æ";"KV2021 - Å1";"KV2021 - Stemmeberettigede";"KV2021 - Afgivne stemmer";"KV2021 - Blanke stemmer";"KV2021 - Andre ugyldige stemmer";"KV2021 - Gyldige stemmer";"KV2021 - A";"KV2021 - B";"KV2021 - C";"KV2021 - D";"KV2021 - F";"KV2021 - I";"KV2021 - J";"KV2021 - G";"KV2021 - K";"KV2021 - N";"KV2021 - H";"KV2021 - M";"KV2021 - S";"KV2021 - U";"KV2021 - O";"KV2021 - Z";"KV2021 - L";"KV2021 - R";"KV2021 - V";"KV2021 - P";"KV2021 - E";"KV2021 - Ø";"KV2021 - Å";"KV2021 - 0";"KV2021 - Q";"KV2021 - T";"KV2021 - W";"KV2021 - Y";"KV2021 - Æ"
"450007";"450007";"46";"6";"2";"385";"293";"7";"1";"285";"69";"7";"15";"16";"5";"2";"-";"-";"-";"-";"-";"3";"-";"-";"10";"-";"-";"-";"148";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"385";"293";"7";"1";"285";"69";"7";"15";"16";"5";"2";"-";"-";"-";"-";"-";"3";"-";"-";"10";"-";"-";"-";"148";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-"
"450008";"450008";"46";"6";"2";"459";"361";"4";"0";"357";"130";"7";"12";"12";"11";"1";"-";"-";"-";"-";"-";"4";"-";"-";"14";"-";"-";"-";"163";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"459";"361";"4";"0";"357";"130";"7";"12";"12";"11";"1";"-";"-";"-";"-";"-";"4";"-";"-";"14";"-";"-";"-";"163";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-"
"450009";"450009";"46";"6";"2";"716";"539";"6";"1";"532";"129";"8";"14";"20";"31";"1";"-";"-";"-";"-";"-";"2";"-";"-";"16";"-";"-";"-";"296";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"716";"539";"6";"1";"532";"129";"8";"14";"20";"31";"1";"-";"-";"-";"-";"-";"2";"-";"-";"16";"-";"-";"-";"296";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-"
"450010";"450010";"46";"6";"2";"1503";"1102";"8";"10";"1084";"190";"13";"18";"27";"36";"3";"-";"-";"-";"-";"-";"2";"-";"-";"30";"-";"-";"-";"752";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1503";"1102";"8";"10";"1084";"190";"13";"18";"27";"36";"3";"-";"-";"-";"-";"-";"2";"-";"-";"30";"-";"-";"-";"752";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-"
"450011";"450011";"46";"6";"2";"1093";"854";"12";"3";"839";"238";"15";"33";"23";"50";"0";"-";"-";"-";"-";"-";"3";"-";"-";"15";"-";"-";"-";"439";"-";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1093";"854";"12";"3";"839";"238";"15";"33";"23";"50";"0";"-";"-";"-";"-";"-";"3";"-";"-";"15";"-";"-";"-";"439";"-";"-";"23";"-";"-";"-";"-";"-";"-";"-"
"450012";"450012";"46";"6";"2";"985";"693";"8";"3";"682";"150";"11";"29";"20";"26";"5";"-";"-";"-";"-";"-";"5";"-";"-";"11";"-";"-";"-";"408";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"985";"693";"8";"3";"682";"150";"11";"29";"20";"26";"5";"-";"-";"-";"-";"-";"5";"-";"-";"11";"-";"-";"-";"408";"-";"-";"17";"-";"-";"-";"-";"-";"-";"-"
"450013";"450013";"46";"6";"2";"932";"729";"12";"5";"712";"166";"11";"24";"18";"32";"1";"-";"-";"-";"-";"-";"3";"-";"-";"14";"-";"-";"-";"425";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"932";"729";"12";"5";"712";"166";"11";"24";"18";"32";"1";"-";"-";"-";"-";"-";"3";"-";"-";"14";"-";"-";"-";"425";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-"
"461001";"461001";"41";"6";"2";"11100";"7002";"176";"33";"6793";"1895";"853";"1159";"156";"633";"85";"63";"42";"25";"-";"-";"-";"-";"-";"94";"7";"14";"-";"1020";"-";"4";"685";"38";"-";"-";"-";"-";"-";"-";"20";"-";"11100";"7002";"176";"33";"6793";"1895";"853";"1159";"156";"633";"85";"63";"42";"25";"-";"-";"-";"-";"-";"94";"7";"14";"-";"1020";"-";"4";"685";"38";"-";"-";"-";"-";"-";"20"
"461002";"461002";"41";"6";"2";"9122";"5925";"116";"21";"5788";"2131";"524";"803";"169";"585";"58";"76";"21";"22";"-";"-";"-";"-";"-";"134";"7";"15";"-";"773";"-";"5";"434";"22";"-";"-";"-";"-";"-";"-";"9";"-";"9122";"5925";"116";"21";"5788";"2131";"524";"803";"169";"585";"58";"76";"21";"22";"-";"-";"-";"-";"-";"134";"7";"15";"-";"773";"-";"5";"434";"22";"-";"-";"-";"-";"-";"9"
"461003";"461003";"41";"6";"2";"3440";"2084";"58";"18";"2008";"731";"182";"251";"50";"209";"14";"20";"8";"8";"-";"-";"-";"-";"-";"44";"5";"6";"-";"261";"-";"4";"188";"18";"-";"-";"-";"-";"-";"-";"9";"-";"3440";"2084";"58";"18";"2008";"731";"182";"251";"50";"209";"14";"20";"8";"8";"-";"-";"-";"-";"-";"44";"5";"6";"-";"261";"-";"4";"188";"18";"-";"-";"-";"-";"-";"9"
"461004";"461004";"41";"6";"2";"8400";"5726";"126";"24";"5576";"1617";"634";"956";"125";"461";"74";"59";"30";"19";"-";"-";"-";"-";"-";"81";"6";"21";"-";"1039";"-";"3";"414";"24";"-";"-";"-";"-";"-";"-";"13";"-";"8400";"5726";"126";"24";"5576";"1617";"634";"956";"125";"461";"74";"59";"30";"19";"-";"-";"-";"-";"-";"81";"6";"21";"-";"1039";"-";"3";"414";"24";"-";"-";"-";"-";"-";"13"
"461005";"461005";"41";"6";"2";"6744";"3566";"75";"18";"3473";"1381";"269";"412";"99";"307";"39";"38";"21";"18";"-";"-";"-";"-";"-";"85";"9";"16";"-";"449";"-";"5";"293";"23";"-";"-";"-";"-";"-";"-";"9";"-";"6744";"3566";"75";"18";"3473";"1381";"269";"412";"99";"307";"39";"38";"21";"18";"-";"-";"-";"-";"-";"85";"9";"16";"-";"449";"-";"5";"293";"23";"-";"-";"-";"-";"-";"9"
"461006";"461006";"41";"6";"2";"2302";"1577";"19";"7";"1551";"614";"41";"269";"114";"89";"9";"21";"2";"2";"-";"-";"-";"-";"-";"61";"2";"3";"-";"284";"-";"1";"33";"4";"-";"-";"-";"-";"-";"-";"2";"-";"2302";"1577";"19";"7";"1551";"614";"41";"269";"114";"89";"9";"21";"2";"2";"-";"-";"-";"-";"-";"61";"2";"3";"-";"284";"-";"1";"33";"4";"-";"-";"-";"-";"-";"2"
"461007";"461007";"41";"6";"2";"5069";"3195";"59";"6";"3130";"1327";"135";"476";"119";"252";"14";"39";"9";"5";"-";"-";"-";"-";"-";"126";"4";"5";"-";"447";"-";"7";"152";"8";"-";"-";"-";"-";"-";"-";"5";"-";"5069";"3195";"59";"6";"3130";"1327";"135";"476";"119";"252";"14";"39";"9";"5";"-";"-";"-";"-";"-";"126";"4";"5";"-";"447";"-";"7";"152";"8";"-";"-";"-";"-";"-";"5"
"461009";"461009";"41";"6";"2";"3002";"1857";"40";"5";"1812";"556";"124";"346";"86";"124";"15";"25";"6";"9";"-";"-";"-";"-";"-";"71";"1";"14";"-";"336";"-";"3";"83";"10";"-";"-";"-";"-";"-";"-";"3";"-";"3002";"1857";"40";"5";"1812";"556";"124";"346";"86";"124";"15";"25";"6";"9";"-";"-";"-";"-";"-";"71";"1";"14";"-";"336";"-";"3";"83";"10";"-";"-";"-";"-";"-";"3"
"461011";"461011";"42";"6";"2";"11742";"7333";"145";"32";"7156";"1789";"1057";"1130";"147";"630";"120";"72";"46";"17";"-";"-";"-";"-";"-";"56";"7";"15";"-";"1289";"-";"2";"710";"51";"-";"-";"-";"-";"-";"-";"18";"-";"11742";"7333";"145";"32";"7156";"1789";"1057";"1130";"147";"630";"120";"72";"46";"17";"-";"-";"-";"-";"-";"56";"7";"15";"-";"1289";"-";"2";"710";"51";"-";"-";"-";"-";"-";"18"
"461012";"461012";"42";"6";"2";"9385";"5151";"122";"28";"5001";"1948";"333";"676";"154";"418";"46";"38";"42";"13";"-";"-";"-";"-";"-";"176";"13";"15";"-";"727";"-";"9";"358";"20";"-";"-";"-";"-";"-";"-";"15";"-";"9385";"5151";"122";"28";"5001";"1948";"333";"676";"154";"418";"46";"38";"42";"13";"-";"-";"-";"-";"-";"176";"13";"15";"-";"727";"-";"9";"358";"20";"-";"-";"-";"-";"-";"15"
"461013";"461013";"42";"6";"2";"977";"672";"15";"2";"655";"178";"22";"132";"43";"47";"3";"2";"1";"2";"-";"-";"-";"-";"-";"35";"2";"1";"-";"146";"-";"0";"35";"3";"-";"-";"-";"-";"-";"-";"3";"-";"977";"672";"15";"2";"655";"178";"22";"132";"43";"47";"3";"2";"1";"2";"-";"-";"-";"-";"-";"35";"2";"1";"-";"146";"-";"0";"35";"3";"-";"-";"-";"-";"-";"3"
"461014";"461014";"42";"6";"2";"5266";"3572";"54";"10";"3508";"1195";"109";"713";"132";"235";"23";"48";"6";"12";"-";"-";"-";"-";"-";"124";"9";"12";"-";"742";"-";"5";"127";"9";"-";"-";"-";"-";"-";"-";"7";"-";"5266";"3572";"54";"10";"3508";"1195";"109";"713";"132";"235";"23";"48";"6";"12";"-";"-";"-";"-";"-";"124";"9";"12";"-";"742";"-";"5";"127";"9";"-";"-";"-";"-";"-";"7"
"461016";"461016";"42";"6";"2";"3261";"2284";"32";"11";"2241";"689";"94";"423";"102";"170";"21";"53";"8";"15";"-";"-";"-";"-";"-";"86";"4";"8";"-";"491";"-";"6";"62";"4";"-";"-";"-";"-";"-";"-";"5";"-";"3261";"2284";"32";"11";"2241";"689";"94";"423";"102";"170";"21";"53";"8";"15";"-";"-";"-";"-";"-";"86";"4";"8";"-";"491";"-";"6";"62";"4";"-";"-";"-";"-";"-";"5"
"461017";"461017";"42";"6";"2";"5095";"3568";"55";"10";"3503";"1248";"168";"650";"134";"271";"14";"55";"14";"19";"-";"-";"-";"-";"-";"99";"5";"7";"-";"666";"-";"2";"138";"5";"-";"-";"-";"-";"-";"-";"8";"-";"5095";"3568";"55";"10";"3503";"1248";"168";"650";"134";"271";"14";"55";"14";"19";"-";"-";"-";"-";"-";"99";"5";"7";"-";"666";"-";"2";"138";"5";"-";"-";"-";"-";"-";"8"
"461018";"461018";"42";"6";"2";"4561";"3465";"53";"12";"3400";"1025";"170";"669";"98";"306";"20";"53";"7";"10";"-";"-";"-";"-";"-";"82";"11";"14";"-";"810";"-";"5";"114";"3";"-";"-";"-";"-";"-";"-";"3";"-";"4561";"3465";"53";"12";"3400";"1025";"170";"669";"98";"306";"20";"53";"7";"10";"-";"-";"-";"-";"-";"82";"11";"14";"-";"810";"-";"5";"114";"3";"-";"-";"-";"-";"-";"3"
"461019";"461019";"42";"6";"2";"3895";"2693";"47";"15";"2631";"773";"105";"491";"99";"210";"26";"30";"7";"15";"-";"-";"-";"-";"-";"62";"13";"9";"-";"694";"-";"0";"88";"6";"-";"-";"-";"-";"-";"-";"3";"-";"3895";"2693";"47";"15";"2631";"773";"105";"491";"99";"210";"26";"30";"7";"15";"-";"-";"-";"-";"-";"62";"13";"9";"-";"694";"-";"0";"88";"6";"-";"-";"-";"-";"-";"3"
"461020";"461020";"42";"6";"2";"3659";"2608";"53";"8";"2547";"793";"104";"554";"108";"161";"26";"36";"5";"7";"-";"-";"-";"-";"-";"89";"12";"12";"-";"565";"-";"1";"64";"5";"-";"-";"-";"-";"-";"-";"5";"-";"3659";"2608";"53";"8";"2547";"793";"104";"554";"108";"161";"26";"36";"5";"7";"-";"-";"-";"-";"-";"89";"12";"12";"-";"565";"-";"1";"64";"5";"-";"-";"-";"-";"-";"5"
"461021";"461021";"42";"6";"2";"2382";"1644";"26";"3";"1615";"393";"78";"335";"93";"117";"9";"21";"8";"14";"-";"-";"-";"-";"-";"54";"6";"7";"-";"402";"-";"2";"71";"2";"-";"-";"-";"-";"-";"-";"3";"-";"2382";"1644";"26";"3";"1615";"393";"78";"335";"93";"117";"9";"21";"8";"14";"-";"-";"-";"-";"-";"54";"6";"7";"-";"402";"-";"2";"71";"2";"-";"-";"-";"-";"-";"3"
"461023";"461023";"43";"6";"2";"11101";"7714";"169";"31";"7514";"1912";"887";"1571";"157";"603";"100";"112";"56";"23";"-";"-";"-";"-";"-";"97";"5";"23";"-";"1271";"-";"6";"652";"24";"-";"-";"-";"-";"-";"-";"15";"-";"11101";"7714";"169";"31";"7514";"1912";"887";"1571";"157";"603";"100";"112";"56";"23";"-";"-";"-";"-";"-";"97";"5";"23";"-";"1271";"-";"6";"652";"24";"-";"-";"-";"-";"-";"15"
"461024";"461024";"43";"6";"2";"4350";"3476";"20";"6";"3450";"710";"317";"1011";"94";"222";"35";"69";"9";"14";"-";"-";"-";"-";"-";"31";"0";"1";"-";"799";"-";"2";"132";"3";"-";"-";"-";"-";"-";"-";"1";"-";"4350";"3476";"20";"6";"3450";"710";"317";"1011";"94";"222";"35";"69";"9";"14";"-";"-";"-";"-";"-";"31";"0";"1";"-";"799";"-";"2";"132";"3";"-";"-";"-";"-";"-";"1"
"461025";"461025";"43";"6";"2";"7886";"5035";"119";"16";"4900";"1487";"478";"903";"142";"424";"60";"47";"44";"19";"-";"-";"-";"-";"-";"100";"4";"18";"-";"768";"-";"7";"355";"30";"-";"-";"-";"-";"-";"-";"14";"-";"7886";"5035";"119";"16";"4900";"1487";"478";"903";"142";"424";"60";"47";"44";"19";"-";"-";"-";"-";"-";"100";"4";"18";"-";"768";"-";"7";"355";"30";"-";"-";"-";"-";"-";"14"
"461026";"461026";"43";"6";"2";"8378";"6056";"99";"27";"5930";"1793";"317";"1308";"181";"428";"30";"73";"20";"16";"-";"-";"-";"-";"-";"169";"9";"12";"-";"1284";"-";"7";"262";"9";"-";"-";"-";"-";"-";"-";"12";"-";"8378";"6056";"99";"27";"5930";"1793";"317";"1308";"181";"428";"30";"73";"20";"16";"-";"-";"-";"-";"-";"169";"9";"12";"-";"1284";"-";"7";"262";"9";"-";"-";"-";"-";"-";"12"
"461028";"461028";"43";"6";"2";"4494";"3338";"47";"10";"3281";"812";"125";"778";"128";"183";"27";"29";"6";"68";"-";"-";"-";"-";"-";"100";"5";"12";"-";"907";"-";"4";"91";"4";"-";"-";"-";"-";"-";"-";"2";"-";"4494";"3338";"47";"10";"3281";"812";"125";"778";"128";"183";"27";"29";"6";"68";"-";"-";"-";"-";"-";"100";"5";"12";"-";"907";"-";"4";"91";"4";"-";"-";"-";"-";"-";"2"
"461029";"461029";"43";"6";"2";"5192";"3696";"63";"21";"3612";"1030";"279";"833";"95";"328";"45";"58";"13";"10";"-";"-";"-";"-";"-";"68";"0";"7";"-";"685";"-";"1";"146";"9";"-";"-";"-";"-";"-";"-";"5";"-";"5192";"3696";"63";"21";"3612";"1030";"279";"833";"95";"328";"45";"58";"13";"10";"-";"-";"-";"-";"-";"68";"0";"7";"-";"685";"-";"1";"146";"9";"-";"-";"-";"-";"-";"5"
"461030";"461030";"43";"6";"2";"7201";"4946";"68";"23";"4855";"1516";"311";"1033";"167";"397";"42";"46";"20";"21";"-";"-";"-";"-";"-";"146";"13";"13";"-";"835";"-";"4";"263";"18";"-";"-";"-";"-";"-";"-";"10";"-";"7201";"4946";"68";"23";"4855";"1516";"311";"1033";"167";"397";"42";"46";"20";"21";"-";"-";"-";"-";"-";"146";"13";"13";"-";"835";"-";"4";"263";"18";"-";"-";"-";"-";"-";"10"
"461031";"461031";"43";"6";"2";"2705";"2008";"25";"4";"1979";"517";"111";"542";"73";"133";"25";"20";"4";"20";"-";"-";"-";"-";"-";"44";"3";"5";"-";"377";"-";"5";"96";"1";"-";"-";"-";"-";"-";"-";"3";"-";"2705";"2008";"25";"4";"1979";"517";"111";"542";"73";"133";"25";"20";"4";"20";"-";"-";"-";"-";"-";"44";"3";"5";"-";"377";"-";"5";"96";"1";"-";"-";"-";"-";"-";"3"
"461032";"461032";"43";"6";"2";"743";"553";"6";"1";"546";"125";"19";"137";"25";"39";"5";"5";"1";"4";"-";"-";"-";"-";"-";"26";"2";"3";"-";"131";"-";"0";"19";"2";"-";"-";"-";"-";"-";"-";"3";"-";"743";"553";"6";"1";"546";"125";"19";"137";"25";"39";"5";"5";"1";"4";"-";"-";"-";"-";"-";"26";"2";"3";"-";"131";"-";"0";"19";"2";"-";"-";"-";"-";"-";"3"
"461033";"461033";"43";"6";"2";"4265";"3026";"50";"8";"2968";"886";"165";"650";"110";"207";"22";"22";"6";"9";"-";"-";"-";"-";"-";"101";"5";"8";"-";"606";"-";"5";"135";"14";"-";"-";"-";"-";"-";"-";"17";"-";"4265";"3026";"50";"8";"2968";"886";"165";"650";"110";"207";"22";"22";"6";"9";"-";"-";"-";"-";"-";"101";"5";"8";"-";"606";"-";"5";"135";"14";"-";"-";"-";"-";"-";"17"
"461035";"461035";"41";"6";"2";"7342";"3192";"45";"49";"3098";"1575";"189";"195";"57";"436";"13";"25";"9";"13";"-";"-";"-";"-";"-";"76";"3";"5";"-";"176";"-";"5";"306";"6";"-";"-";"-";"-";"-";"-";"9";"-";"7342";"3192";"45";"49";"3098";"1575";"189";"195";"57";"436";"13";"25";"9";"13";"-";"-";"-";"-";"-";"76";"3";"5";"-";"176";"-";"5";"306";"6";"-";"-";"-";"-";"-";"9"
"461036";"461036";"41";"6";"2";"3896";"2436";"62";"11";"2363";"812";"193";"336";"83";"251";"16";"14";"12";"7";"-";"-";"-";"-";"-";"77";"6";"6";"-";"320";"-";"5";"206";"10";"-";"-";"-";"-";"-";"-";"9";"-";"3896";"2436";"62";"11";"2363";"812";"193";"336";"83";"251";"16";"14";"12";"7";"-";"-";"-";"-";"-";"77";"6";"6";"-";"320";"-";"5";"206";"10";"-";"-";"-";"-";"-";"9"
"479001";"479001";"47";"6";"2";"12200";"8014";"115";"26";"7873";"3185";"420";"872";"186";"477";"112";"2";"-";"-";"132";"34";"2";"-";"-";"192";"-";"-";"-";"1065";"-";"-";"1089";"81";"-";"-";"24";"-";"-";"-";"-";"-";"12200";"8014";"115";"26";"7873";"3185";"420";"872";"186";"477";"112";"2";"-";"-";"132";"34";"2";"-";"-";"192";"-";"-";"-";"1065";"-";"-";"1089";"81";"-";"24";"-";"-";"-";"-"
"479002";"479002";"47";"6";"2";"2876";"1798";"39";"10";"1749";"760";"49";"125";"52";"119";"16";"2";"-";"-";"27";"6";"4";"-";"-";"61";"-";"-";"-";"232";"-";"-";"271";"13";"-";"-";"12";"-";"-";"-";"-";"-";"2876";"1798";"39";"10";"1749";"760";"49";"125";"52";"119";"16";"2";"-";"-";"27";"6";"4";"-";"-";"61";"-";"-";"-";"232";"-";"-";"271";"13";"-";"12";"-";"-";"-";"-"
"479003";"479003";"47";"6";"2";"5762";"3783";"61";"15";"3707";"1568";"161";"332";"82";"218";"25";"6";"-";"-";"62";"24";"2";"-";"-";"138";"-";"-";"-";"529";"-";"-";"528";"23";"-";"-";"9";"-";"-";"-";"-";"-";"5762";"3783";"61";"15";"3707";"1568";"161";"332";"82";"218";"25";"6";"-";"-";"62";"24";"2";"-";"-";"138";"-";"-";"-";"529";"-";"-";"528";"23";"-";"9";"-";"-";"-";"-"
"479004";"479004";"47";"6";"2";"859";"651";"9";"1";"641";"212";"21";"67";"28";"70";"4";"0";"-";"-";"45";"2";"0";"-";"-";"30";"-";"-";"-";"122";"-";"-";"34";"4";"-";"-";"2";"-";"-";"-";"-";"-";"859";"651";"9";"1";"641";"212";"21";"67";"28";"70";"4";"0";"-";"-";"45";"2";"0";"-";"-";"30";"-";"-";"-";"122";"-";"-";"34";"4";"-";"2";"-";"-";"-";"-"
"479005";"479005";"47";"6";"2";"3276";"2625";"22";"7";"2596";"1093";"131";"394";"72";"128";"40";"0";"-";"-";"53";"1";"1";"-";"-";"81";"-";"-";"-";"394";"-";"-";"187";"13";"-";"-";"8";"-";"-";"-";"-";"-";"3276";"2625";"22";"7";"2596";"1093";"131";"394";"72";"128";"40";"0";"-";"-";"53";"1";"1";"-";"-";"81";"-";"-";"-";"394";"-";"-";"187";"13";"-";"8";"-";"-";"-";"-"
"479006";"479006";"47";"6";"2";"63";"56";"2";"0";"54";"20";"15";"1";"1";"1";"1";"0";"-";"-";"0";"0";"0";"-";"-";"1";"-";"-";"-";"13";"-";"-";"1";"0";"-";"-";"0";"-";"-";"-";"-";"-";"63";"56";"2";"0";"54";"20";"15";"1";"1";"1";"1";"0";"-";"-";"0";"0";"0";"-";"-";"1";"-";"-";"-";"13";"-";"-";"1";"0";"-";"0";"-";"-";"-";"-"
"479007";"479007";"47";"6";"2";"2185";"1749";"21";"2";"1726";"586";"110";"246";"37";"126";"22";"2";"-";"-";"27";"22";"0";"-";"-";"42";"-";"-";"-";"302";"-";"-";"178";"17";"-";"-";"9";"-";"-";"-";"-";"-";"2185";"1749";"21";"2";"1726";"586";"110";"246";"37";"126";"22";"2";"-";"-";"27";"22";"0";"-";"-";"42";"-";"-";"-";"302";"-";"-";"178";"17";"-";"9";"-";"-";"-";"-"
"479008";"479008";"47";"6";"2";"864";"654";"14";"1";"639";"242";"24";"64";"24";"46";"5";"0";"-";"-";"35";"0";"1";"-";"-";"34";"-";"-";"-";"114";"-";"-";"42";"3";"-";"-";"5";"-";"-";"-";"-";"-";"864";"654";"14";"1";"639";"242";"24";"64";"24";"46";"5";"0";"-";"-";"35";"0";"1";"-";"-";"34";"-";"-";"-";"114";"-";"-";"42";"3";"-";"5";"-";"-";"-";"-"
"479009";"479009";"47";"6";"2";"2146";"1668";"21";"1";"1646";"574";"139";"145";"50";"99";"8";"1";"-";"-";"51";"2";"2";"-";"-";"81";"-";"-";"-";"312";"-";"-";"157";"14";"-";"-";"11";"-";"-";"-";"-";"-";"2146";"1668";"21";"1";"1646";"574";"139";"145";"50";"99";"8";"1";"-";"-";"51";"2";"2";"-";"-";"81";"-";"-";"-";"312";"-";"-";"157";"14";"-";"11";"-";"-";"-";"-"
"479010";"479010";"47";"6";"2";"2867";"2295";"10";"5";"2280";"769";"226";"271";"49";"123";"14";"0";"-";"-";"37";"3";"5";"-";"-";"95";"-";"-";"-";"466";"-";"-";"184";"15";"-";"-";"23";"-";"-";"-";"-";"-";"2867";"2295";"10";"5";"2280";"769";"226";"271";"49";"123";"14";"0";"-";"-";"37";"3";"5";"-";"-";"95";"-";"-";"-";"466";"-";"-";"184";"15";"-";"23";"-";"-";"-";"-"
"479011";"479011";"47";"6";"2";"2289";"1664";"15";"5";"1644";"761";"49";"162";"49";"89";"10";"1";"-";"-";"34";"2";"0";"-";"-";"70";"-";"-";"-";"290";"-";"-";"106";"7";"-";"-";"14";"-";"-";"-";"-";"-";"2289";"1664";"15";"5";"1644";"761";"49";"162";"49";"89";"10";"1";"-";"-";"34";"2";"0";"-";"-";"70";"-";"-";"-";"290";"-";"-";"106";"7";"-";"14";"-";"-";"-";"-"
"479014";"479014";"47";"6";"2";"1083";"795";"18";"1";"776";"227";"22";"24";"37";"44";"7";"0";"-";"-";"13";"1";"0";"-";"-";"30";"-";"-";"-";"299";"-";"-";"62";"6";"-";"-";"4";"-";"-";"-";"-";"-";"1083";"795";"18";"1";"776";"227";"22";"24";"37";"44";"7";"0";"-";"-";"13";"1";"0";"-";"-";"30";"-";"-";"-";"299";"-";"-";"62";"6";"-";"4";"-";"-";"-";"-"
"479016";"479016";"47";"6";"2";"1755";"1358";"21";"0";"1337";"302";"70";"81";"23";"219";"13";"3";"-";"-";"21";"18";"0";"-";"-";"26";"-";"-";"-";"264";"-";"-";"201";"89";"-";"-";"7";"-";"-";"-";"-";"-";"1755";"1358";"21";"0";"1337";"302";"70";"81";"23";"219";"13";"3";"-";"-";"21";"18";"0";"-";"-";"26";"-";"-";"-";"264";"-";"-";"201";"89";"-";"7";"-";"-";"-";"-"
"479017";"479017";"47";"6";"2";"2110";"1419";"16";"6";"1397";"487";"31";"81";"55";"65";"3";"1";"-";"-";"30";"5";"2";"-";"-";"53";"-";"-";"-";"479";"-";"-";"78";"17";"-";"-";"10";"-";"-";"-";"-";"-";"2110";"1419";"16";"6";"1397";"487";"31";"81";"55";"65";"3";"1";"-";"-";"30";"5";"2";"-";"-";"53";"-";"-";"-";"479";"-";"-";"78";"17";"-";"10";"-";"-";"-";"-"
"479019";"479019";"47";"6";"2";"2199";"1659";"15";"6";"1638";"340";"77";"82";"37";"400";"10";"9";"-";"-";"25";"9";"0";"-";"-";"60";"-";"-";"-";"360";"-";"-";"185";"40";"-";"-";"4";"-";"-";"-";"-";"-";"2199";"1659";"15";"6";"1638";"340";"77";"82";"37";"400";"10";"9";"-";"-";"25";"9";"0";"-";"-";"60";"-";"-";"-";"360";"-";"-";"185";"40";"-";"4";"-";"-";"-";"-"
"479021";"479021";"47";"6";"2";"996";"723";"6";"2";"715";"153";"24";"53";"35";"49";"3";"0";"-";"-";"6";"0";"2";"-";"-";"31";"-";"-";"-";"276";"-";"-";"40";"8";"-";"-";"35";"-";"-";"-";"-";"-";"996";"723";"6";"2";"715";"153";"24";"53";"35";"49";"3";"0";"-";"-";"6";"0";"2";"-";"-";"31";"-";"-";"-";"276";"-";"-";"40";"8";"-";"35";"-";"-";"-";"-"
"479023";"479023";"47";"6";"2";"1247";"888";"11";"2";"875";"197";"32";"37";"18";"65";"0";"2";"-";"-";"16";"0";"13";"-";"-";"38";"-";"-";"-";"379";"-";"-";"34";"4";"-";"-";"40";"-";"-";"-";"-";"-";"1247";"888";"11";"2";"875";"197";"32";"37";"18";"65";"0";"2";"-";"-";"16";"0";"13";"-";"-";"38";"-";"-";"-";"379";"-";"-";"34";"4";"-";"40";"-";"-";"-";"-"
"479025";"479025";"47";"6";"2";"1196";"782";"12";"0";"770";"202";"29";"45";"35";"45";"10";"1";"-";"-";"10";"1";"12";"-";"-";"42";"-";"-";"-";"258";"-";"-";"56";"9";"-";"-";"15";"-";"-";"-";"-";"-";"1196";"782";"12";"0";"770";"202";"29";"45";"35";"45";"10";"1";"-";"-";"10";"1";"12";"-";"-";"42";"-";"-";"-";"258";"-";"-";"56";"9";"-";"15";"-";"-";"-";"-"
"479027";"479027";"47";"6";"2";"1503";"1105";"18";"6";"1081";"219";"84";"52";"29";"87";"6";"1";"-";"-";"27";"1";"6";"-";"-";"57";"-";"-";"-";"404";"-";"-";"85";"14";"-";"-";"9";"-";"-";"-";"-";"-";"1503";"1105";"18";"6";"1081";"219";"84";"52";"29";"87";"6";"1";"-";"-";"27";"1";"6";"-";"-";"57";"-";"-";"-";"404";"-";"-";"85";"14";"-";"9";"-";"-";"-";"-"
