"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2021 - Stemmeberettigede";"KV2021 - Afgivne stemmer";"KV2021 - Blanke stemmer";"KV2021 - Andre ugyldige stemmer";"KV2021 - Gyldige stemmer";"KV2021 - A";"KV2021 - B";"KV2021 - C";"KV2021 - D";"KV2021 - F";"KV2021 - I";"KV2021 - J";"KV2021 - G";"KV2021 - K";"KV2021 - N";"KV2021 - H";"KV2021 - M";"KV2021 - S";"KV2021 - U";"KV2021 - O";"KV2021 - Z";"KV2021 - L";"KV2021 - R";"KV2021 - V";"KV2021 - P";"KV2021 - E";"KV2021 - Ø";"KV2021 - Å";"KV2021 - K1";"KV2021 - K2";"KV2021 - Q";"KV2021 - T";"KV2021 - W";"KV2021 - Y";"KV2021 - Æ";"KV2021 - Å1";"KV2021 - Stemmeberettigede";"KV2021 - Afgivne stemmer";"KV2021 - Blanke stemmer";"KV2021 - Andre ugyldige stemmer";"KV2021 - Gyldige stemmer";"KV2021 - A";"KV2021 - B";"KV2021 - C";"KV2021 - D";"KV2021 - F";"KV2021 - I";"KV2021 - J";"KV2021 - G";"KV2021 - K";"KV2021 - N";"KV2021 - H";"KV2021 - M";"KV2021 - S";"KV2021 - U";"KV2021 - O";"KV2021 - Z";"KV2021 - L";"KV2021 - R";"KV2021 - V";"KV2021 - P";"KV2021 - E";"KV2021 - Ø";"KV2021 - Å";"KV2021 - 0";"KV2021 - Q";"KV2021 - T";"KV2021 - W";"KV2021 - Y";"KV2021 - Æ"
"787001";"787001";"87";"10";"3";"7836";"5032";"47";"13";"4972";"2139";"96";"875";"162";"192";"77";"-";"-";"43";"-";"-";"-";"-";"-";"138";"-";"-";"-";"875";"-";"-";"255";"109";"-";"-";"11";"-";"-";"-";"-";"-";"7836";"5032";"47";"13";"4972";"2139";"96";"875";"162";"192";"77";"-";"-";"43";"-";"-";"-";"-";"-";"138";"-";"-";"-";"875";"-";"-";"255";"109";"-";"11";"-";"-";"-";"-"
"787002";"787002";"87";"10";"3";"920";"667";"7";"2";"658";"242";"7";"139";"20";"17";"5";"-";"-";"4";"-";"-";"-";"-";"-";"29";"-";"-";"-";"169";"-";"-";"13";"13";"-";"-";"0";"-";"-";"-";"-";"-";"920";"667";"7";"2";"658";"242";"7";"139";"20";"17";"5";"-";"-";"4";"-";"-";"-";"-";"-";"29";"-";"-";"-";"169";"-";"-";"13";"13";"-";"0";"-";"-";"-";"-"
"787003";"787003";"87";"10";"3";"741";"512";"9";"0";"503";"133";"19";"73";"16";"13";"6";"-";"-";"5";"-";"-";"-";"-";"-";"19";"-";"-";"-";"199";"-";"-";"16";"2";"-";"-";"2";"-";"-";"-";"-";"-";"741";"512";"9";"0";"503";"133";"19";"73";"16";"13";"6";"-";"-";"5";"-";"-";"-";"-";"-";"19";"-";"-";"-";"199";"-";"-";"16";"2";"-";"2";"-";"-";"-";"-"
"787004";"787004";"87";"10";"3";"740";"514";"13";"3";"498";"151";"10";"108";"20";"19";"5";"-";"-";"13";"-";"-";"-";"-";"-";"24";"-";"-";"-";"88";"-";"-";"34";"26";"-";"-";"0";"-";"-";"-";"-";"-";"740";"514";"13";"3";"498";"151";"10";"108";"20";"19";"5";"-";"-";"13";"-";"-";"-";"-";"-";"24";"-";"-";"-";"88";"-";"-";"34";"26";"-";"0";"-";"-";"-";"-"
"787005";"787005";"87";"10";"3";"557";"427";"3";"1";"423";"85";"2";"142";"10";"26";"0";"-";"-";"0";"-";"-";"-";"-";"-";"20";"-";"-";"-";"114";"-";"-";"19";"4";"-";"-";"1";"-";"-";"-";"-";"-";"557";"427";"3";"1";"423";"85";"2";"142";"10";"26";"0";"-";"-";"0";"-";"-";"-";"-";"-";"20";"-";"-";"-";"114";"-";"-";"19";"4";"-";"1";"-";"-";"-";"-"
"787006";"787006";"87";"10";"3";"1247";"886";"5";"3";"878";"217";"30";"116";"28";"13";"164";"-";"-";"7";"-";"-";"-";"-";"-";"22";"-";"-";"-";"242";"-";"-";"20";"18";"-";"-";"1";"-";"-";"-";"-";"-";"1247";"886";"5";"3";"878";"217";"30";"116";"28";"13";"164";"-";"-";"7";"-";"-";"-";"-";"-";"22";"-";"-";"-";"242";"-";"-";"20";"18";"-";"1";"-";"-";"-";"-"
"787007";"787007";"87";"10";"3";"993";"780";"5";"1";"774";"195";"117";"124";"22";"14";"19";"-";"-";"0";"-";"-";"-";"-";"-";"18";"-";"-";"-";"165";"-";"-";"10";"89";"-";"-";"1";"-";"-";"-";"-";"-";"993";"780";"5";"1";"774";"195";"117";"124";"22";"14";"19";"-";"-";"0";"-";"-";"-";"-";"-";"18";"-";"-";"-";"165";"-";"-";"10";"89";"-";"1";"-";"-";"-";"-"
"787008";"787008";"87";"10";"3";"1091";"768";"4";"1";"763";"295";"13";"162";"16";"30";"13";"-";"-";"4";"-";"-";"-";"-";"-";"18";"-";"-";"-";"167";"-";"-";"20";"25";"-";"-";"0";"-";"-";"-";"-";"-";"1091";"768";"4";"1";"763";"295";"13";"162";"16";"30";"13";"-";"-";"4";"-";"-";"-";"-";"-";"18";"-";"-";"-";"167";"-";"-";"20";"25";"-";"0";"-";"-";"-";"-"
"787009";"787009";"87";"10";"3";"478";"339";"5";"2";"332";"85";"5";"100";"18";"13";"6";"-";"-";"4";"-";"-";"-";"-";"-";"15";"-";"-";"-";"74";"-";"-";"12";"0";"-";"-";"0";"-";"-";"-";"-";"-";"478";"339";"5";"2";"332";"85";"5";"100";"18";"13";"6";"-";"-";"4";"-";"-";"-";"-";"-";"15";"-";"-";"-";"74";"-";"-";"12";"0";"-";"0";"-";"-";"-";"-"
"787010";"787010";"87";"10";"3";"1578";"1096";"7";"3";"1086";"331";"8";"311";"64";"33";"6";"-";"-";"7";"-";"-";"-";"-";"-";"102";"-";"-";"-";"167";"-";"-";"40";"16";"-";"-";"1";"-";"-";"-";"-";"-";"1578";"1096";"7";"3";"1086";"331";"8";"311";"64";"33";"6";"-";"-";"7";"-";"-";"-";"-";"-";"102";"-";"-";"-";"167";"-";"-";"40";"16";"-";"1";"-";"-";"-";"-"
"787011";"787011";"87";"10";"3";"300";"230";"2";"1";"227";"64";"8";"58";"8";"7";"0";"-";"-";"0";"-";"-";"-";"-";"-";"12";"-";"-";"-";"55";"-";"-";"8";"7";"-";"-";"0";"-";"-";"-";"-";"-";"300";"230";"2";"1";"227";"64";"8";"58";"8";"7";"0";"-";"-";"0";"-";"-";"-";"-";"-";"12";"-";"-";"-";"55";"-";"-";"8";"7";"-";"0";"-";"-";"-";"-"
"787012";"787012";"87";"10";"3";"3297";"2404";"23";"6";"2375";"983";"45";"471";"63";"70";"37";"-";"-";"23";"-";"-";"-";"-";"-";"65";"-";"-";"-";"480";"-";"-";"93";"42";"-";"-";"3";"-";"-";"-";"-";"-";"3297";"2404";"23";"6";"2375";"983";"45";"471";"63";"70";"37";"-";"-";"23";"-";"-";"-";"-";"-";"65";"-";"-";"-";"480";"-";"-";"93";"42";"-";"3";"-";"-";"-";"-"
"787013";"787013";"87";"10";"3";"320";"216";"2";"2";"212";"63";"4";"32";"12";"11";"4";"-";"-";"6";"-";"-";"-";"-";"-";"17";"-";"-";"-";"34";"-";"-";"19";"10";"-";"-";"0";"-";"-";"-";"-";"-";"320";"216";"2";"2";"212";"63";"4";"32";"12";"11";"4";"-";"-";"6";"-";"-";"-";"-";"-";"17";"-";"-";"-";"34";"-";"-";"19";"10";"-";"0";"-";"-";"-";"-"
"787014";"787014";"87";"10";"3";"484";"383";"3";"0";"380";"85";"14";"76";"25";"8";"11";"-";"-";"5";"-";"-";"-";"-";"-";"8";"-";"-";"-";"119";"-";"-";"20";"9";"-";"-";"0";"-";"-";"-";"-";"-";"484";"383";"3";"0";"380";"85";"14";"76";"25";"8";"11";"-";"-";"5";"-";"-";"-";"-";"-";"8";"-";"-";"-";"119";"-";"-";"20";"9";"-";"0";"-";"-";"-";"-"
"787015";"787015";"87";"10";"3";"879";"616";"4";"0";"612";"243";"8";"64";"20";"30";"6";"-";"-";"2";"-";"-";"-";"-";"-";"32";"-";"-";"-";"165";"-";"-";"29";"12";"-";"-";"1";"-";"-";"-";"-";"-";"879";"616";"4";"0";"612";"243";"8";"64";"20";"30";"6";"-";"-";"2";"-";"-";"-";"-";"-";"32";"-";"-";"-";"165";"-";"-";"29";"12";"-";"1";"-";"-";"-";"-"
"787016";"787016";"87";"10";"3";"841";"566";"6";"1";"559";"187";"4";"107";"13";"11";"5";"-";"-";"1";"-";"-";"-";"-";"-";"17";"-";"-";"-";"195";"-";"-";"10";"6";"-";"-";"3";"-";"-";"-";"-";"-";"841";"566";"6";"1";"559";"187";"4";"107";"13";"11";"5";"-";"-";"1";"-";"-";"-";"-";"-";"17";"-";"-";"-";"195";"-";"-";"10";"6";"-";"3";"-";"-";"-";"-"
"787017";"787017";"87";"10";"3";"1633";"983";"3";"8";"972";"343";"2";"263";"37";"24";"8";"-";"-";"3";"-";"-";"-";"-";"-";"29";"-";"-";"-";"234";"-";"-";"21";"7";"-";"-";"1";"-";"-";"-";"-";"-";"1633";"983";"3";"8";"972";"343";"2";"263";"37";"24";"8";"-";"-";"3";"-";"-";"-";"-";"-";"29";"-";"-";"-";"234";"-";"-";"21";"7";"-";"1";"-";"-";"-";"-"
"787018";"787018";"87";"10";"3";"734";"395";"5";"1";"389";"121";"2";"120";"13";"3";"5";"-";"-";"3";"-";"-";"-";"-";"-";"6";"-";"-";"-";"103";"-";"-";"8";"4";"-";"-";"1";"-";"-";"-";"-";"-";"734";"395";"5";"1";"389";"121";"2";"120";"13";"3";"5";"-";"-";"3";"-";"-";"-";"-";"-";"6";"-";"-";"-";"103";"-";"-";"8";"4";"-";"1";"-";"-";"-";"-"
"787019";"787019";"87";"10";"3";"876";"680";"6";"0";"674";"241";"29";"84";"16";"28";"9";"-";"-";"2";"-";"-";"-";"-";"-";"13";"-";"-";"-";"87";"-";"-";"87";"77";"-";"-";"1";"-";"-";"-";"-";"-";"876";"680";"6";"0";"674";"241";"29";"84";"16";"28";"9";"-";"-";"2";"-";"-";"-";"-";"-";"13";"-";"-";"-";"87";"-";"-";"87";"77";"-";"1";"-";"-";"-";"-"
"787020";"787020";"87";"10";"3";"851";"605";"10";"0";"595";"142";"3";"44";"16";"71";"3";"-";"-";"4";"-";"-";"-";"-";"-";"40";"-";"-";"-";"196";"-";"-";"53";"22";"-";"-";"1";"-";"-";"-";"-";"-";"851";"605";"10";"0";"595";"142";"3";"44";"16";"71";"3";"-";"-";"4";"-";"-";"-";"-";"-";"40";"-";"-";"-";"196";"-";"-";"53";"22";"-";"1";"-";"-";"-";"-"
"787021";"787021";"87";"10";"3";"226";"181";"0";"0";"181";"44";"4";"25";"6";"19";"4";"-";"-";"0";"-";"-";"-";"-";"-";"9";"-";"-";"-";"57";"-";"-";"6";"7";"-";"-";"0";"-";"-";"-";"-";"-";"226";"181";"0";"0";"181";"44";"4";"25";"6";"19";"4";"-";"-";"0";"-";"-";"-";"-";"-";"9";"-";"-";"-";"57";"-";"-";"6";"7";"-";"0";"-";"-";"-";"-"
"787023";"787023";"87";"10";"3";"1603";"1138";"14";"2";"1122";"324";"11";"193";"62";"21";"7";"-";"-";"8";"-";"-";"-";"-";"-";"64";"-";"-";"-";"371";"-";"-";"43";"18";"-";"-";"0";"-";"-";"-";"-";"-";"1603";"1138";"14";"2";"1122";"324";"11";"193";"62";"21";"7";"-";"-";"8";"-";"-";"-";"-";"-";"64";"-";"-";"-";"371";"-";"-";"43";"18";"-";"0";"-";"-";"-";"-"
"787024";"787024";"87";"10";"3";"2640";"1887";"12";"2";"1873";"757";"18";"516";"60";"33";"8";"-";"-";"13";"-";"-";"-";"-";"-";"52";"-";"-";"-";"380";"-";"-";"28";"6";"-";"-";"2";"-";"-";"-";"-";"-";"2640";"1887";"12";"2";"1873";"757";"18";"516";"60";"33";"8";"-";"-";"13";"-";"-";"-";"-";"-";"52";"-";"-";"-";"380";"-";"-";"28";"6";"-";"2";"-";"-";"-";"-"
"787025";"787025";"87";"10";"3";"1360";"967";"12";"4";"951";"244";"7";"175";"31";"16";"3";"-";"-";"6";"-";"-";"-";"-";"-";"43";"-";"-";"-";"370";"-";"-";"28";"28";"-";"-";"0";"-";"-";"-";"-";"-";"1360";"967";"12";"4";"951";"244";"7";"175";"31";"16";"3";"-";"-";"6";"-";"-";"-";"-";"-";"43";"-";"-";"-";"370";"-";"-";"28";"28";"-";"0";"-";"-";"-";"-"
"787026";"787026";"87";"10";"3";"1377";"1065";"8";"4";"1053";"313";"7";"458";"25";"20";"2";"-";"-";"5";"-";"-";"-";"-";"-";"34";"-";"-";"-";"160";"-";"-";"17";"11";"-";"-";"1";"-";"-";"-";"-";"-";"1377";"1065";"8";"4";"1053";"313";"7";"458";"25";"20";"2";"-";"-";"5";"-";"-";"-";"-";"-";"34";"-";"-";"-";"160";"-";"-";"17";"11";"-";"1";"-";"-";"-";"-"
"787027";"787027";"87";"10";"3";"880";"644";"6";"2";"636";"222";"8";"169";"18";"19";"4";"-";"-";"2";"-";"-";"-";"-";"-";"26";"-";"-";"-";"137";"-";"-";"22";"9";"-";"-";"0";"-";"-";"-";"-";"-";"880";"644";"6";"2";"636";"222";"8";"169";"18";"19";"4";"-";"-";"2";"-";"-";"-";"-";"-";"26";"-";"-";"-";"137";"-";"-";"22";"9";"-";"0";"-";"-";"-";"-"
"791001";"791001";"75";"9";"3";"2504";"1807";"26";"7";"1774";"655";"18";"253";"57";"44";"9";"-";"-";"52";"-";"-";"-";"-";"-";"59";"-";"3";"-";"563";"-";"-";"33";"14";"-";"-";"-";"9";"-";"-";"5";"-";"2504";"1807";"26";"7";"1774";"655";"18";"253";"57";"44";"9";"-";"-";"52";"-";"-";"-";"-";"-";"59";"-";"3";"-";"563";"-";"-";"33";"14";"-";"-";"9";"-";"-";"5"
"791002";"791002";"75";"9";"3";"2626";"2070";"23";"2";"2045";"507";"50";"348";"31";"152";"15";"-";"-";"22";"-";"-";"-";"-";"-";"37";"-";"1";"-";"632";"-";"-";"117";"86";"-";"-";"-";"41";"-";"-";"6";"-";"2626";"2070";"23";"2";"2045";"507";"50";"348";"31";"152";"15";"-";"-";"22";"-";"-";"-";"-";"-";"37";"-";"1";"-";"632";"-";"-";"117";"86";"-";"-";"41";"-";"-";"6"
"791003";"791003";"75";"9";"3";"2723";"1773";"17";"3";"1753";"608";"15";"349";"65";"42";"6";"-";"-";"14";"-";"-";"-";"-";"-";"63";"-";"20";"-";"531";"-";"-";"28";"9";"-";"-";"-";"2";"-";"-";"1";"-";"2723";"1773";"17";"3";"1753";"608";"15";"349";"65";"42";"6";"-";"-";"14";"-";"-";"-";"-";"-";"63";"-";"20";"-";"531";"-";"-";"28";"9";"-";"-";"2";"-";"-";"1"
"791004";"791004";"75";"9";"3";"2768";"2203";"24";"6";"2173";"321";"24";"726";"40";"84";"23";"-";"-";"7";"-";"-";"-";"-";"-";"57";"-";"1";"-";"775";"-";"-";"55";"38";"-";"-";"-";"12";"-";"-";"10";"-";"2768";"2203";"24";"6";"2173";"321";"24";"726";"40";"84";"23";"-";"-";"7";"-";"-";"-";"-";"-";"57";"-";"1";"-";"775";"-";"-";"55";"38";"-";"-";"12";"-";"-";"10"
"791005";"791005";"75";"9";"3";"1795";"1299";"11";"0";"1288";"179";"11";"429";"29";"49";"12";"-";"-";"9";"-";"-";"-";"-";"-";"31";"-";"0";"-";"497";"-";"-";"23";"7";"-";"-";"-";"12";"-";"-";"0";"-";"1795";"1299";"11";"0";"1288";"179";"11";"429";"29";"49";"12";"-";"-";"9";"-";"-";"-";"-";"-";"31";"-";"0";"-";"497";"-";"-";"23";"7";"-";"-";"12";"-";"-";"0"
"791006";"791006";"75";"9";"3";"2614";"1853";"29";"8";"1816";"400";"16";"716";"35";"71";"19";"-";"-";"7";"-";"-";"-";"-";"-";"35";"-";"0";"-";"466";"-";"-";"36";"9";"-";"-";"-";"5";"-";"-";"1";"-";"2614";"1853";"29";"8";"1816";"400";"16";"716";"35";"71";"19";"-";"-";"7";"-";"-";"-";"-";"-";"35";"-";"0";"-";"466";"-";"-";"36";"9";"-";"-";"5";"-";"-";"1"
"791007";"791007";"75";"9";"3";"1745";"1249";"12";"2";"1235";"178";"10";"289";"55";"167";"15";"-";"-";"3";"-";"-";"-";"-";"-";"38";"-";"1";"-";"457";"-";"-";"16";"5";"-";"-";"-";"0";"-";"-";"1";"-";"1745";"1249";"12";"2";"1235";"178";"10";"289";"55";"167";"15";"-";"-";"3";"-";"-";"-";"-";"-";"38";"-";"1";"-";"457";"-";"-";"16";"5";"-";"-";"0";"-";"-";"1"
"791008";"791008";"75";"9";"3";"24077";"15730";"168";"57";"15505";"3894";"322";"3150";"258";"925";"159";"-";"-";"74";"-";"-";"-";"-";"-";"320";"-";"10";"-";"4941";"-";"-";"654";"404";"-";"-";"-";"310";"-";"-";"84";"-";"24077";"15730";"168";"57";"15505";"3894";"322";"3150";"258";"925";"159";"-";"-";"74";"-";"-";"-";"-";"-";"320";"-";"10";"-";"4941";"-";"-";"654";"404";"-";"-";"310";"-";"-";"84"
"791009";"791009";"76";"9";"3";"5792";"4019";"39";"13";"3967";"936";"63";"1290";"96";"144";"28";"-";"-";"68";"-";"-";"-";"-";"-";"86";"-";"3";"-";"1106";"-";"-";"73";"43";"-";"-";"-";"14";"-";"-";"17";"-";"5792";"4019";"39";"13";"3967";"936";"63";"1290";"96";"144";"28";"-";"-";"68";"-";"-";"-";"-";"-";"86";"-";"3";"-";"1106";"-";"-";"73";"43";"-";"-";"14";"-";"-";"17"
"791010";"791010";"76";"9";"3";"2294";"1535";"12";"7";"1516";"358";"20";"516";"27";"47";"9";"-";"-";"16";"-";"-";"-";"-";"-";"46";"-";"1";"-";"430";"-";"-";"23";"13";"-";"-";"-";"8";"-";"-";"2";"-";"2294";"1535";"12";"7";"1516";"358";"20";"516";"27";"47";"9";"-";"-";"16";"-";"-";"-";"-";"-";"46";"-";"1";"-";"430";"-";"-";"23";"13";"-";"-";"8";"-";"-";"2"
"791011";"791011";"76";"9";"3";"1863";"1258";"14";"5";"1239";"234";"20";"240";"138";"44";"16";"-";"-";"7";"-";"-";"-";"-";"-";"61";"-";"0";"-";"429";"-";"-";"30";"12";"-";"-";"-";"4";"-";"-";"4";"-";"1863";"1258";"14";"5";"1239";"234";"20";"240";"138";"44";"16";"-";"-";"7";"-";"-";"-";"-";"-";"61";"-";"0";"-";"429";"-";"-";"30";"12";"-";"-";"4";"-";"-";"4"
"791012";"791012";"76";"9";"3";"3637";"2527";"19";"5";"2503";"535";"41";"319";"86";"64";"11";"-";"-";"14";"-";"-";"-";"-";"-";"90";"-";"0";"-";"1272";"-";"-";"37";"15";"-";"-";"-";"11";"-";"-";"8";"-";"3637";"2527";"19";"5";"2503";"535";"41";"319";"86";"64";"11";"-";"-";"14";"-";"-";"-";"-";"-";"90";"-";"0";"-";"1272";"-";"-";"37";"15";"-";"-";"11";"-";"-";"8"
"791013";"791013";"76";"9";"3";"10451";"7893";"71";"19";"7803";"1876";"169";"1650";"91";"413";"56";"-";"-";"30";"-";"-";"-";"-";"-";"163";"-";"7";"-";"2783";"-";"-";"279";"164";"-";"-";"-";"79";"-";"-";"43";"-";"10451";"7893";"71";"19";"7803";"1876";"169";"1650";"91";"413";"56";"-";"-";"30";"-";"-";"-";"-";"-";"163";"-";"7";"-";"2783";"-";"-";"279";"164";"-";"-";"79";"-";"-";"43"
"791014";"791014";"76";"9";"3";"2793";"2028";"15";"2";"2011";"378";"26";"440";"52";"102";"21";"-";"-";"12";"-";"-";"-";"-";"-";"70";"-";"2";"-";"784";"-";"-";"59";"47";"-";"-";"-";"13";"-";"-";"5";"-";"2793";"2028";"15";"2";"2011";"378";"26";"440";"52";"102";"21";"-";"-";"12";"-";"-";"-";"-";"-";"70";"-";"2";"-";"784";"-";"-";"59";"47";"-";"-";"13";"-";"-";"5"
"791015";"791015";"76";"9";"3";"2595";"1822";"13";"3";"1806";"302";"17";"281";"84";"64";"10";"-";"-";"57";"-";"-";"-";"-";"-";"62";"-";"0";"-";"840";"-";"-";"41";"28";"-";"-";"-";"13";"-";"-";"7";"-";"2595";"1822";"13";"3";"1806";"302";"17";"281";"84";"64";"10";"-";"-";"57";"-";"-";"-";"-";"-";"62";"-";"0";"-";"840";"-";"-";"41";"28";"-";"-";"13";"-";"-";"7"
"791016";"791016";"76";"9";"3";"2890";"2125";"16";"5";"2104";"389";"16";"417";"43";"223";"17";"-";"-";"15";"-";"-";"-";"-";"-";"60";"-";"2";"-";"842";"-";"-";"35";"28";"-";"-";"-";"9";"-";"-";"8";"-";"2890";"2125";"16";"5";"2104";"389";"16";"417";"43";"223";"17";"-";"-";"15";"-";"-";"-";"-";"-";"60";"-";"2";"-";"842";"-";"-";"35";"28";"-";"-";"9";"-";"-";"8"
"791017";"791017";"76";"9";"3";"2478";"1822";"19";"4";"1799";"460";"30";"350";"65";"74";"30";"-";"-";"18";"-";"-";"-";"-";"-";"121";"-";"3";"-";"580";"-";"-";"34";"17";"-";"-";"-";"8";"-";"-";"9";"-";"2478";"1822";"19";"4";"1799";"460";"30";"350";"65";"74";"30";"-";"-";"18";"-";"-";"-";"-";"-";"121";"-";"3";"-";"580";"-";"-";"34";"17";"-";"-";"8";"-";"-";"9"
"810001";"810001";"86";"10";"3";"662";"424";"3";"2";"419";"69";"6";"16";"31";"6";"1";"92";"0";"0";"-";"-";"-";"-";"-";"15";"-";"-";"-";"174";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"662";"424";"3";"2";"419";"69";"6";"16";"31";"6";"1";"92";"0";"0";"-";"-";"-";"-";"-";"15";"-";"-";"-";"174";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-"
"810002";"810002";"86";"10";"3";"1462";"954";"7";"2";"945";"436";"6";"28";"36";"20";"0";"46";"3";"7";"-";"-";"-";"-";"-";"37";"-";"-";"-";"299";"-";"-";"27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1462";"954";"7";"2";"945";"436";"6";"28";"36";"20";"0";"46";"3";"7";"-";"-";"-";"-";"-";"37";"-";"-";"-";"299";"-";"-";"27";"-";"-";"-";"-";"-";"-";"-"
"810003";"810003";"86";"10";"3";"4026";"2771";"23";"9";"2739";"729";"67";"151";"65";"50";"13";"475";"35";"14";"-";"-";"-";"-";"-";"72";"-";"-";"-";"1001";"-";"-";"67";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4026";"2771";"23";"9";"2739";"729";"67";"151";"65";"50";"13";"475";"35";"14";"-";"-";"-";"-";"-";"72";"-";"-";"-";"1001";"-";"-";"67";"-";"-";"-";"-";"-";"-";"-"
"810004";"810004";"86";"10";"3";"1026";"695";"4";"2";"689";"112";"10";"28";"39";"17";"1";"31";"7";"1";"-";"-";"-";"-";"-";"123";"-";"-";"-";"305";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1026";"695";"4";"2";"689";"112";"10";"28";"39";"17";"1";"31";"7";"1";"-";"-";"-";"-";"-";"123";"-";"-";"-";"305";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-"
"810005";"810005";"86";"10";"3";"3546";"2630";"23";"4";"2603";"688";"20";"126";"82";"51";"7";"367";"15";"21";"-";"-";"-";"-";"-";"68";"-";"-";"-";"1109";"-";"-";"49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3546";"2630";"23";"4";"2603";"688";"20";"126";"82";"51";"7";"367";"15";"21";"-";"-";"-";"-";"-";"68";"-";"-";"-";"1109";"-";"-";"49";"-";"-";"-";"-";"-";"-";"-"
"810006";"810006";"86";"10";"3";"1496";"1048";"13";"1";"1034";"223";"5";"45";"40";"19";"6";"53";"20";"6";"-";"-";"-";"-";"-";"46";"-";"-";"-";"545";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1496";"1048";"13";"1";"1034";"223";"5";"45";"40";"19";"6";"53";"20";"6";"-";"-";"-";"-";"-";"46";"-";"-";"-";"545";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-"
"810010";"810010";"86";"10";"3";"10334";"7201";"72";"17";"7112";"2521";"85";"759";"176";"234";"69";"64";"37";"17";"-";"-";"-";"-";"-";"286";"-";"-";"-";"2673";"-";"-";"191";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10334";"7201";"72";"17";"7112";"2521";"85";"759";"176";"234";"69";"64";"37";"17";"-";"-";"-";"-";"-";"286";"-";"-";"-";"2673";"-";"-";"191";"-";"-";"-";"-";"-";"-";"-"
"810034";"810034";"86";"10";"3";"520";"392";"3";"0";"389";"186";"2";"21";"17";"15";"2";"0";"0";"0";"-";"-";"-";"-";"-";"10";"-";"-";"-";"129";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"520";"392";"3";"0";"389";"186";"2";"21";"17";"15";"2";"0";"0";"0";"-";"-";"-";"-";"-";"10";"-";"-";"-";"129";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-"
"810040";"810040";"86";"10";"3";"939";"686";"5";"0";"681";"255";"3";"43";"39";"10";"8";"5";"3";"7";"-";"-";"-";"-";"-";"26";"-";"-";"-";"269";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"939";"686";"5";"0";"681";"255";"3";"43";"39";"10";"8";"5";"3";"7";"-";"-";"-";"-";"-";"26";"-";"-";"-";"269";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-"
"810050";"810050";"86";"10";"3";"1226";"890";"11";"5";"874";"251";"25";"193";"32";"41";"4";"10";"6";"4";"-";"-";"-";"-";"-";"17";"-";"-";"-";"271";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1226";"890";"11";"5";"874";"251";"25";"193";"32";"41";"4";"10";"6";"4";"-";"-";"-";"-";"-";"17";"-";"-";"-";"271";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-"
"810056";"810056";"86";"10";"3";"508";"364";"7";"0";"357";"78";"0";"31";"25";"9";"4";"1";"1";"2";"-";"-";"-";"-";"-";"18";"-";"-";"-";"176";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"508";"364";"7";"0";"357";"78";"0";"31";"25";"9";"4";"1";"1";"2";"-";"-";"-";"-";"-";"18";"-";"-";"-";"176";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-"
"810070";"810070";"86";"10";"3";"1878";"1250";"12";"3";"1235";"264";"7";"72";"76";"30";"3";"24";"10";"6";"-";"-";"-";"-";"-";"113";"-";"-";"-";"588";"-";"-";"42";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1878";"1250";"12";"3";"1235";"264";"7";"72";"76";"30";"3";"24";"10";"6";"-";"-";"-";"-";"-";"113";"-";"-";"-";"588";"-";"-";"42";"-";"-";"-";"-";"-";"-";"-"
"810080";"810080";"86";"10";"3";"671";"483";"3";"1";"479";"111";"2";"21";"17";"12";"1";"3";"1";"5";"-";"-";"-";"-";"-";"17";"-";"-";"-";"271";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"671";"483";"3";"1";"479";"111";"2";"21";"17";"12";"1";"3";"1";"5";"-";"-";"-";"-";"-";"17";"-";"-";"-";"271";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-"
"813001";"813001";"84";"10";"3";"6539";"4250";"39";"12";"4199";"2351";"-";"174";"176";"61";"-";"-";"-";"6";"-";"-";"-";"-";"-";"150";"-";"-";"-";"1213";"-";"-";"68";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6539";"4250";"39";"12";"4199";"2351";"-";"174";"176";"61";"-";"-";"-";"6";"-";"-";"-";"-";"-";"150";"-";"-";"-";"1213";"-";"-";"68";"-";"-";"-";"-";"-";"-";"-"
